wealth_human,expenditure_consumption,expenditure_tax,consumption_propensity,new_savings,cash_on_hand_real_desired,cash_on_hand_desired,cash_on_hand_current,saving_propensity,saving_propensity_optimist,saving_propensity_pessimist,income_current,income_average,income_wage,income_unemployment_benefit,income_gov_transfers,income_firm_owner_dividend,unemployed,reservation_wage,unemp_duration,unemp_duration_upper_bound,positive_sentiment,business_owner,c_f,c_h,c_excess_money,p_majority_op_adoption
11156,0,0,0.43877,0,0,0,0,0.217292,0.217292,0.317292,0,0,0,0,0,0,0,0,0,10,1,0,0.403002,0.151501,0.317292,0.539918
9776,0,0,0.570773,0,0,0,0,0.151501,0.151501,0.251501,0,0,0,0,0,0,0,0,0,8,1,0,0.689864,0.294932,0.251501,0.322248
7158,0,0,0.687481,0,0,0,0,0.294932,0.294932,0.394932,0,0,0,0,0,0,0,0,0,13,1,0,0.53856,0.21928,0.394932,0.178231
9056,0,0,0.441562,0,0,0,0,0.21928,0.21928,0.31928,0,0,0,0,0,0,0,0,0,10,1,0,0.492551,0.196276,0.31928,0.261383
8335,0,0,0.407715,0,0,0,0,0.196276,0.196276,0.296276,0,0,0,0,0,0,0,0,0,9,1,0,0.405277,0.152639,0.296276,0.0683641
3974,0,0,0.47033,0,0,0,0,0.152639,0.152639,0.252639,0,0,0,0,0,0,0,0,0,8,1,0,0.468548,0.184274,0.252639,0.240488
9658,0,0,0.648917,0,0,0,0,0.184274,0.184274,0.284274,0,0,0,0,0,0,0,0,0,9,1,0,0.444529,0.172265,0.284274,0.0757799
13720,0,0,0.75623,0,0,0,0,0.172265,0.172265,0.272265,0,0,0,0,0,0,0,0,0,8,1,0,0.299156,0.0995781,0.272265,0.243769
10298,0,0,0.670748,0,0,0,0,0.0995781,0.0995781,0.199578,0,0,0,0,0,0,0,0,0,5,1,0,0.488602,0.194301,0.199578,0.36913
15095,0,0,0.550601,0,0,0,0,0.194301,0.194301,0.294301,0,0,0,0,0,0,0,0,0,9,1,0,0.624033,0.262016,0.294301,0.349975
7764,0,0,0.345685,0,0,0,0,0.262016,0.262016,0.362016,0,0,0,0,0,0,0,0,0,12,1,0,0.509947,0.204974,0.362016,0.100617
11456,0,0,0.599443,0,0,0,0,0.204974,0.204974,0.304974,0,0,0,0,0,0,0,0,0,10,1,0,0.66986,0.28493,0.304974,0.121672
12801,0,0,0.638731,0,0,0,0,0.28493,0.28493,0.38493,0,0,0,0,0,0,0,0,0,13,1,0,0.425493,0.162747,0.38493,0.353415
12796,0,0,0.396708,0,0,0,0,0.162747,0.162747,0.262747,0,0,0,0,0,0,0,0,0,8,1,0,0.548547,0.224273,0.262747,0.186269
11785,0,0,0.472418,0,0,0,0,0.224273,0.224273,0.324273,0,0,0,0,0,0,0,0,0,10,1,0,0.593398,0.246699,0.324273,0.407369
6419,0,0,0.413583,0,0,0,0,0.246699,0.246699,0.346699,0,0,0,0,0,0,0,0,0,11,1,0,0.593216,0.246608,0.346699,0.231419
12337,0,0,0.581441,0,0,0,0,0.246608,0.246608,0.346608,0,0,0,0,0,0,0,0,0,11,1,0,0.559521,0.22976,0.346608,0.180986
10078,0,0,0.604331,0,0,0,0,0.22976,0.22976,0.32976,0,0,0,0,0,0,0,0,0,11,1,0,0.380659,0.140329,0.32976,0.362898
15968,0,0,0.570757,0,0,0,0,0.140329,0.140329,0.240329,0,0,0,0,0,0,0,0,0,7,1,0,0.577908,0.238954,0.240329,0.334234
13876,0,0,0.67184,0,0,0,0,0.238954,0.238954,0.338954,0,0,0,0,0,0,0,0,0,11,1,0,0.502618,0.201309,0.338954,0.39657
13695,0,0,0.596946,0,0,0,0,0.201309,0.201309,0.301309,0,0,0,0,0,0,0,0,0,10,1,0,0.698938,0.299469,0.301309,0.259833
9477,0,0,0.496544,0,0,0,0,0.299469,0.299469,0.399469,0,0,0,0,0,0,0,0,0,13,1,0,0.629221,0.264611,0.399469,0.486595
8253,0,0,0.881537,0,0,0,0,0.264611,0.264611,0.364611,0,0,0,0,0,0,0,0,0,12,1,0,0.623178,0.261589,0.364611,0.169702
10701,0,0,0.747188,0,0,0,0,0.261589,0.261589,0.361589,0,0,0,0,0,0,0,0,0,12,1,0,0.482592,0.191296,0.361589,0.649323
12967,0,0,0.365993,0,0,0,0,0.191296,0.191296,0.291296,0,0,0,0,0,0,0,0,0,9,1,0,0.441782,0.170891,0.291296,0.308586
7818,0,0,0.676913,0,0,0,0,0.170891,0.170891,0.270891,0,0,0,0,0,0,0,0,0,8,1,0,0.523383,0.211692,0.270891,0.0518239
9400,0,0,0.540153,0,0,0,0,0.211692,0.211692,0.311692,0,0,0,0,0,0,0,0,0,10,1,0,0.598915,0.249458,0.311692,0.305381
13379,0,0,0.673112,0,0,0,0,0.249458,0.249458,0.349458,0,0,0,0,0,0,0,0,0,11,1,0,0.427289,0.163645,0.349458,0.302492
7567,0,0,0.616187,0,0,0,0,0.163645,0.163645,0.263645,0,0,0,0,0,0,0,0,0,8,1,0,0.480001,0.19,0.263645,0.357949
9916,0,0,0.671691,0,0,0,0,0.19,0.19,0.29,0,0,0,0,0,0,0,0,0,9,1,0,0.612647,0.256323,0.29,0.632673
11548,0,0,0.271318,0,0,0,0,0.256323,0.256323,0.356324,0,0,0,0,0,0,0,0,0,12,1,0,0.418918,0.159459,0.356324,0.311906
9047,0,0,0.502505,0,0,0,0,0.159459,0.159459,0.259459,0,0,0,0,0,0,0,0,0,8,1,0,0.497207,0.198603,0.259459,0.364156
8113,0,0,0.223215,0,0,0,0,0.198603,0.198603,0.298603,0,0,0,0,0,0,0,0,0,9,1,0,0.551614,0.225807,0.298603,0.358067
7324,0,0,0.419489,0,0,0,0,0.225807,0.225807,0.325807,0,0,0,0,0,0,0,0,0,11,1,0,0.46824,0.18412,0.325807,0.508241
14316,0,0,0.608112,0,0,0,0,0.18412,0.18412,0.28412,0,0,0,0,0,0,0,0,0,9,1,0,0.437108,0.168554,0.28412,0.0388313
7545,0,0,0.62344,0,0,0,0,0.168554,0.168554,0.268554,0,0,0,0,0,0,0,0,0,8,1,0,0.41082,0.15541,0.268554,0.0546154
16854,0,0,0.570298,0,0,0,0,0.15541,0.15541,0.25541,0,0,0,0,0,0,0,0,0,8,1,0,0.64389,0.271945,0.25541,0.158346
15443,0,0,0.559208,0,0,0,0,0.271945,0.271945,0.371945,0,0,0,0,0,0,0,0,0,12,1,0,0.4182,0.1591,0.371945,0.235302
9685,0,0,0.358339,0,0,0,0,0.1591,0.1591,0.2591,0,0,0,0,0,0,0,0,0,8,1,0,0.728491,0.314245,0.2591,0.371798
15013,0,0,0.347365,0,0,0,0,0.314245,0.314245,0.414245,0,0,0,0,0,0,0,0,0,14,1,0,0.681465,0.290732,0.414245,0.384856
6660,0,0,0.444843,0,0,0,0,0.290732,0.290732,0.390732,0,0,0,0,0,0,0,0,0,13,1,0,0.489516,0.194758,0.390732,0.529642
9508,0,0,0.339888,0,0,0,0,0.194758,0.194758,0.294758,0,0,0,0,0,0,0,0,0,9,1,0,0.667115,0.283557,0.294758,0.279195
13368,0,0,0.524445,0,0,0,0,0.283557,0.283557,0.383557,0,0,0,0,0,0,0,0,0,13,1,0,0.388668,0.144334,0.383557,0.0149304
11487,0,0,0.458897,0,0,0,0,0.144334,0.144334,0.244334,0,0,0,0,0,0,0,0,0,7,1,0,0.483618,0.191809,0.244334,0.377085
12497,0,0,0.471655,0,0,0,0,0.191809,0.191809,0.291809,0,0,0,0,0,0,0,0,0,9,1,0,0.6123,0.25615,0.291809,0.108126
7698,0,0,0.746307,0,0,0,0,0.25615,0.25615,0.35615,0,0,0,0,0,0,0,0,0,12,1,0,0.54957,0.224785,0.35615,0.124205
11708,0,0,0.481077,0,0,0,0,0.224785,0.224785,0.324785,0,0,0,0,0,0,0,0,0,10,1,0,0.583264,0.241632,0.324785,0.668394
9193,0,0,0.709792,0,0,0,0,0.241632,0.241632,0.341632,0,0,0,0,0,0,0,0,0,11,1,0,0.423298,0.161649,0.341632,0.614997
10543,0,0,0.578616,0,0,0,0,0.161649,0.161649,0.261649,0,0,0,0,0,0,0,0,0,8,1,0,0.556966,0.228483,0.261649,0.305752
4805,0,0,0.384914,0,0,0,0,0.228483,0.228483,0.328483,0,0,0,0,0,0,0,0,0,11,1,0,0.473129,0.186565,0.328483,0.113196
7760,0,0,0.604722,0,0,0,0,0.186565,0.186565,0.286565,0,0,0,0,0,0,0,0,0,9,1,0,0.518111,0.209055,0.286565,0.482397
4588,0,0,0.255411,0,0,0,0,0.209055,0.209055,0.309055,0,0,0,0,0,0,0,0,0,10,1,0,0.32686,0.11343,0.309055,0.484371
13631,0,0,0.615247,0,0,0,0,0.11343,0.11343,0.21343,0,0,0,0,0,0,0,0,0,6,1,0,0.425355,0.162677,0.21343,0.0934926
8775,0,0,0.644427,0,0,0,0,0.162677,0.162677,0.262677,0,0,0,0,0,0,0,0,0,8,1,0,0.31963,0.109815,0.262677,0.288521
11415,0,0,0.481994,0,0,0,0,0.109815,0.109815,0.209815,0,0,0,0,0,0,0,0,0,6,1,0,0.621049,0.260524,0.209815,0.387668
13749,0,0,0.586139,0,0,0,0,0.260524,0.260524,0.360524,0,0,0,0,0,0,0,0,0,12,1,0,0.45918,0.17959,0.360524,0.419754
8831,0,0,0.471725,0,0,0,0,0.17959,0.17959,0.27959,0,0,0,0,0,0,0,0,0,9,1,0,0.547182,0.223591,0.27959,0.614678
8154,0,0,0.592756,0,0,0,0,0.223591,0.223591,0.323591,0,0,0,0,0,0,0,0,0,10,1,0,0.624987,0.262494,0.323591,0.233637
9406,0,0,0.377951,0,0,0,0,0.262494,0.262494,0.362494,0,0,0,0,0,0,0,0,0,12,1,0,0.461041,0.180521,0.362494,0.288988
12978,0,0,0.328292,0,0,0,0,0.180521,0.180521,0.280521,0,0,0,0,0,0,0,0,0,9,1,0,0.438477,0.169238,0.280521,0.63362
15124,0,0,0.486116,0,0,0,0,0.169238,0.169238,0.269238,0,0,0,0,0,0,0,0,0,8,1,0,0.48022,0.19011,0.269238,0.303651
13414,0,0,0.484796,0,0,0,0,0.19011,0.19011,0.29011,0,0,0,0,0,0,0,0,0,9,1,0,0.599278,0.249639,0.29011,0.246308
11012,0,0,0.606716,0,0,0,0,0.249639,0.249639,0.349639,0,0,0,0,0,0,0,0,0,11,1,0,0.67082,0.28541,0.349639,0.125493
6913,0,0,0.501462,0,0,0,0,0.28541,0.28541,0.38541,0,0,0,0,0,0,0,0,0,13,1,0,0.613832,0.256916,0.38541,0.212615
11988,0,0,0.585443,0,0,0,0,0.256916,0.256916,0.356916,0,0,0,0,0,0,0,0,0,12,1,0,0.533734,0.216867,0.356916,0.0768952
12774,0,0,0.23752,0,0,0,0,0.216867,0.216867,0.316867,0,0,0,0,0,0,0,0,0,10,1,0,0.397124,0.148562,0.316867,0.391745
7934,0,0,0.551357,0,0,0,0,0.148562,0.148562,0.248562,0,0,0,0,0,0,0,0,0,7,1,0,0.566295,0.233148,0.248562,0.0936617
9448,0,0,0.494911,0,0,0,0,0.233148,0.233148,0.333148,0,0,0,0,0,0,0,0,0,11,1,0,0.592487,0.246244,0.333148,0.182113
8271,0,0,0.691834,0,0,0,0,0.246244,0.246244,0.346244,0,0,0,0,0,0,0,0,0,11,1,0,0.431139,0.165569,0.346244,0.359433
11628,0,0,0.645319,0,0,0,0,0.165569,0.165569,0.265569,0,0,0,0,0,0,0,0,0,8,1,0,0.481612,0.190806,0.265569,0.0705992
12086,0,0,0.444358,0,0,0,0,0.190806,0.190806,0.290806,0,0,0,0,0,0,0,0,0,9,1,0,0.442389,0.171194,0.290806,0.327038
11415,0,0,0.361285,0,0,0,0,0.171194,0.171194,0.271194,0,0,0,0,0,0,0,0,0,8,1,0,0.554294,0.227147,0.271194,0.18045
13436,0,0,0.758686,0,0,0,0,0.227147,0.227147,0.327147,0,0,0,0,0,0,0,0,0,11,1,0,0.569554,0.234777,0.327147,0.285299
11938,0,0,0.720465,0,0,0,0,0.234777,0.234777,0.334777,0,0,0,0,0,0,0,0,0,11,1,0,0.547171,0.223586,0.334777,0.402089
9930,0,0,0.249461,0,0,0,0,0.223586,0.223586,0.323586,0,0,0,0,0,0,0,0,0,10,1,0,0.61456,0.25728,0.323586,0.316123
17630,0,0,0.269595,0,0,0,0,0.25728,0.25728,0.35728,0,0,0,0,0,0,0,0,0,12,1,0,0.564631,0.232315,0.35728,0.393621
14943,0,0,0.512235,0,0,0,0,0.232315,0.232315,0.332315,0,0,0,0,0,0,0,0,0,11,1,0,0.497696,0.198848,0.332315,0.472127
7319,0,0,0.289918,0,0,0,0,0.198848,0.198848,0.298848,0,0,0,0,0,0,0,0,0,9,1,0,0.754358,0.327179,0.298848,0.254224
13538,0,0,0.593944,0,0,0,0,0.327179,0.327179,0.427179,0,0,0,0,0,0,0,0,0,15,1,0,0.664792,0.282396,0.427179,0.168159
10803,0,0,0.322741,0,0,0,0,0.282396,0.282396,0.382396,0,0,0,0,0,0,0,0,0,13,1,0,0.410662,0.155331,0.382396,0.215817
13462,0,0,0.440924,0,0,0,0,0.155331,0.155331,0.255331,0,0,0,0,0,0,0,0,0,8,1,0,0.617942,0.258971,0.255331,0.296551
12323,0,0,0.603293,0,0,0,0,0.258971,0.258971,0.358971,0,0,0,0,0,0,0,0,0,12,1,0,0.526769,0.213384,0.358971,0.444412
13433,0,0,0.514747,0,0,0,0,0.213384,0.213384,0.313384,0,0,0,0,0,0,0,0,0,10,1,0,0.615408,0.257704,0.313384,0.303087
5426,0,0,0.718453,0,0,0,0,0.257704,0.257704,0.357704,0,0,0,0,0,0,0,0,0,12,1,0,0.577458,0.238729,0.357704,0.253792
10050,0,0,0.485052,0,0,0,0,0.238729,0.238729,0.338729,0,0,0,0,0,0,0,0,0,11,1,0,0.614461,0.25723,0.338729,0.115781
4464,0,0,0.609482,0,0,0,0,0.25723,0.25723,0.35723,0,0,0,0,0,0,0,0,0,12,1,0,0.347545,0.123773,0.35723,0.687882
8389,0,0,0.318191,0,0,0,0,0.123773,0.123773,0.223773,0,0,0,0,0,0,0,0,0,6,1,0,0.50167,0.200835,0.223773,0.747105
12162,0,0,0.555002,0,0,0,0,0.200835,0.200835,0.300835,0,0,0,0,0,0,0,0,0,10,1,0,0.315477,0.107738,0.300835,0.295546
12468,0,0,0.545138,0,0,0,0,0.107738,0.107738,0.207738,0,0,0,0,0,0,0,0,0,6,1,0,0.446326,0.173163,0.207738,0.243433
11405,0,0,0.428078,0,0,0,0,0.173163,0.173163,0.273163,0,0,0,0,0,0,0,0,0,8,1,0,0.572075,0.236037,0.273163,0.196291
11184,0,0,0.518253,0,0,0,0,0.236037,0.236037,0.336037,0,0,0,0,0,0,0,0,0,11,1,0,0.582293,0.241147,0.336037,0.264436
7166,0,0,0.248675,0,0,0,0,0.241147,0.241147,0.341147,0,0,0,0,0,0,0,0,0,11,1,0,0.546865,0.223433,0.341147,0.0532669
6947,0,0,0.720936,0,0,0,0,0.223433,0.223433,0.323433,0,0,0,0,0,0,0,0,0,10,1,0,0.539472,0.219736,0.323433,0.369848
8896,0,0,0.582351,0,0,0,0,0.219736,0.219736,0.319736,0,0,0,0,0,0,0,0,0,10,1,0,0.405559,0.15278,0.319736,0.0249718
6797,0,0,0.780426,0,0,0,0,0.15278,0.15278,0.25278,0,0,0,0,0,0,0,0,0,8,1,0,0.398243,0.149122,0.25278,0.626883
10488,0,0,0.526103,0,0,0,0,0.149122,0.149122,0.249122,0,0,0,0,0,0,0,0,0,7,1,0,0.463228,0.181614,0.249122,0.447008
9177,0,0,0.428174,0,0,0,0,0.181614,0.181614,0.281614,0,0,0,0,0,0,0,0,0,9,1,0,0.393259,0.146629,0.281614,0.122013
9433,0,0,0.567579,0,0,0,0,0.146629,0.146629,0.246629,0,0,0,0,0,0,0,0,0,7,1,0,0.516297,0.208148,0.246629,0.237829
14926,0,0,0.502069,0,0,0,0,0.208148,0.208148,0.308148,0,0,0,0,0,0,0,0,0,10,1,0,0.472598,0.186299,0.308148,0.189769
9621,0,0,0.507694,0,0,0,0,0.186299,0.186299,0.286299,0,0,0,0,0,0,0,0,0,9,1,0,0.481103,0.190552,0.286299,0.238422
14195,0,0,0.360896,0,0,0,0,0.190552,0.190552,0.290552,0,0,0,0,0,0,0,0,0,9,1,0,0.664205,0.282102,0.290552,0.184002
11572,0,0,0.207124,0,0,0,0,0.282102,0.282102,0.382102,0,0,0,0,0,0,0,0,0,13,1,0,0.487385,0.193692,0.382102,0.322491
7698,0,0,0.590144,0,0,0,0,0.193692,0.193692,0.293692,0,0,0,0,0,0,0,0,0,9,1,0,0.639861,0.269931,0.293692,0.363403
12094,0,0,0.474644,0,0,0,0,0.269931,0.269931,0.369931,0,0,0,0,0,0,0,0,0,12,1,0,0.552411,0.226205,0.369931,0.416803
5108,0,0,0.404692,0,0,0,0,0.226205,0.226205,0.326205,0,0,0,0,0,0,0,0,0,11,1,0,0.423276,0.161638,0.326205,0.627576
12304,0,0,0.650732,0,0,0,0,0.161638,0.161638,0.261638,0,0,0,0,0,0,0,0,0,8,1,0,0.569815,0.234907,0.261638,0.170533
12888,0,0,0.309894,0,0,0,0,0.234907,0.234907,0.334907,0,0,0,0,0,0,0,0,0,11,1,0,0.336941,0.11847,0.334907,0.417341
9639,0,0,0.396927,0,0,0,0,0.11847,0.11847,0.21847,0,0,0,0,0,0,0,0,0,6,1,0,0.576831,0.238416,0.21847,0.467029
11722,0,0,0.366659,0,0,0,0,0.238416,0.238416,0.338416,0,0,0,0,0,0,0,0,0,11,1,0,0.596285,0.248142,0.338416,0.127663
18188,0,0,0.419533,0,0,0,0,0.248142,0.248142,0.348142,0,0,0,0,0,0,0,0,0,11,1,0,0.487996,0.193998,0.348142,0.383929
9434,0,0,0.501735,0,0,0,0,0.193998,0.193998,0.293998,0,0,0,0,0,0,0,0,0,9,1,0,0.557426,0.228713,0.293998,0.0449689
11855,0,0,0.616483,0,0,0,0,0.228713,0.228713,0.328713,0,0,0,0,0,0,0,0,0,11,1,0,0.772941,0.33647,0.328713,0.0951679
7559,0,0,0.477178,0,0,0,0,0.33647,0.33647,0.43647,0,0,0,0,0,0,0,0,0,15,1,0,0.48115,0.190575,0.43647,0.185899
6565,0,0,0.643988,0,0,0,0,0.190575,0.190575,0.290575,0,0,0,0,0,0,0,0,0,9,1,0,0.561837,0.230919,0.290575,0.233351
9722,0,0,0.198451,0,0,0,0,0.230919,0.230919,0.330919,0,0,0,0,0,0,0,0,0,11,1,0,0.418634,0.159317,0.330919,0.344815
9695,0,0,0.311635,0,0,0,0,0.159317,0.159317,0.259317,0,0,0,0,0,0,0,0,0,8,1,0,0.385528,0.142764,0.259317,0.353662
12134,0,0,0.571063,0,0,0,0,0.142764,0.142764,0.242764,0,0,0,0,0,0,0,0,0,7,1,0,0.490744,0.195372,0.242764,0.114313
10029,0,0,0.576885,0,0,0,0,0.195372,0.195372,0.295372,0,0,0,0,0,0,0,0,0,9,1,0,0.489864,0.194932,0.295372,0.317729
11708,0,0,0.602314,0,0,0,0,0.194932,0.194932,0.294932,0,0,0,0,0,0,0,0,0,9,1,0,0.571144,0.235572,0.294932,0.437752
4750,0,0,0.485887,0,0,0,0,0.235572,0.235572,0.335572,0,0,0,0,0,0,0,0,0,11,1,0,0.500975,0.200487,0.335572,0.307981
11027,0,0,0.668856,0,0,0,0,0.200487,0.200487,0.300487,0,0,0,0,0,0,0,0,0,10,1,0,0.556962,0.228481,0.300487,0.258074
9898,0,0,0.591729,0,0,0,0,0.228481,0.228481,0.328481,0,0,0,0,0,0,0,0,0,11,1,0,0.325013,0.112507,0.328481,0.342019
13836,0,0,0.703129,0,0,0,0,0.112507,0.112507,0.212507,0,0,0,0,0,0,0,0,0,6,1,0,0.534238,0.217119,0.212507,0.209942
12906,0,0,0.487914,0,0,0,0,0.217119,0.217119,0.317119,0,0,0,0,0,0,0,0,0,10,1,0,0.496607,0.198304,0.317119,0.0297964
8887,0,0,0.457719,0,0,0,0,0.198304,0.198304,0.298304,0,0,0,0,0,0,0,0,0,9,1,0,0.627889,0.263945,0.298304,0.23607
7225,0,0,0.465035,0,0,0,0,0.263945,0.263945,0.363945,0,0,0,0,0,0,0,0,0,12,1,0,0.596879,0.24844,0.363945,0.263971
15173,0,0,0.431549,0,0,0,0,0.24844,0.24844,0.34844,0,0,0,0,0,0,0,0,0,11,1,0,0.462905,0.181453,0.34844,0.278437
14409,0,0,0.65823,0,0,0,0,0.181453,0.181453,0.281453,0,0,0,0,0,0,0,0,0,9,1,0,0.407523,0.153762,0.281453,0.296083
4989,0,0,0.662149,0,0,0,0,0.153762,0.153762,0.253762,0,0,0,0,0,0,0,0,0,8,1,0,0.672458,0.286229,0.253762,0.45052
5391,0,0,0.447047,0,0,0,0,0.286229,0.286229,0.386229,0,0,0,0,0,0,0,0,0,13,1,0,0.646977,0.273488,0.386229,0.274426
10244,0,0,0.501382,0,0,0,0,0.273488,0.273488,0.373488,0,0,0,0,0,0,0,0,0,12,1,0,0.332974,0.116487,0.373488,0.226244
5798,0,0,0.570244,0,0,0,0,0.116487,0.116487,0.216487,0,0,0,0,0,0,0,0,0,6,1,0,0.346397,0.123198,0.216487,0.219796
11878,0,0,0.750709,0,0,0,0,0.123198,0.123198,0.223198,0,0,0,0,0,0,0,0,0,6,1,0,0.508157,0.204078,0.223198,0.0300502
6454,0,0,0.355686,0,0,0,0,0.204078,0.204078,0.304078,0,0,0,0,0,0,0,0,0,10,1,0,0.359945,0.129973,0.304078,0.0615156
8818,0,0,0.583611,0,0,0,0,0.129973,0.129973,0.229973,0,0,0,0,0,0,0,0,0,7,1,0,0.56263,0.231315,0.229973,0.168799
12065,0,0,0.515604,0,0,0,0,0.231315,0.231315,0.331315,0,0,0,0,0,0,0,0,0,11,1,0,0.381827,0.140914,0.331315,0.40568
10294,0,0,0.500345,0,0,0,0,0.140914,0.140914,0.240914,0,0,0,0,0,0,0,0,0,7,1,0,0.460616,0.180308,0.240914,0.0628783
14369,0,0,0.388521,0,0,0,0,0.180308,0.180308,0.280308,0,0,0,0,0,0,0,0,0,9,1,0,0.568862,0.234431,0.280308,0.0883294
9701,0,0,0.387615,0,0,0,0,0.234431,0.234431,0.334431,0,0,0,0,0,0,0,0,0,11,1,0,0.509831,0.204916,0.334431,0.380054
12189,0,0,0.671577,0,0,0,0,0.204916,0.204916,0.304916,0,0,0,0,0,0,0,0,0,10,1,0,0.645635,0.272818,0.304916,0.183692
6363,0,0,0.739009,0,0,0,0,0.272818,0.272818,0.372818,0,0,0,0,0,0,0,0,0,12,1,0,0.490034,0.195017,0.372818,0.231782
11100,0,0,0.476076,0,0,0,0,0.195017,0.195017,0.295017,0,0,0,0,0,0,0,0,0,9,1,0,0.572988,0.236494,0.295017,0.0870987
10902,0,0,0.500033,0,0,0,0,0.236494,0.236494,0.336494,0,0,0,0,0,0,0,0,0,11,1,0,0.378794,0.139397,0.336494,0.0516196
18634,0,0,0.568101,0,0,0,0,0.139397,0.139397,0.239397,0,0,0,0,0,0,0,0,0,7,1,0,0.536668,0.218334,0.239397,0.0705766
8561,0,0,0.242175,0,0,0,0,0.218334,0.218334,0.318334,0,0,0,0,0,0,0,0,0,10,1,0,0.530092,0.215046,0.318334,0.526257
10365,0,0,0.344444,0,0,0,0,0.215046,0.215046,0.315046,0,0,0,0,0,0,0,0,0,10,1,0,0.78782,0.34391,0.315046,0.286867
4973,0,0,0.222107,0,0,0,0,0.34391,0.34391,0.44391,0,0,0,0,0,0,0,0,0,15,1,0,0.452052,0.176026,0.44391,0.295828
14418,0,0,0.459271,0,0,0,0,0.176026,0.176026,0.276026,0,0,0,0,0,0,0,0,0,9,1,0,0.512169,0.206084,0.276026,0.181601
11647,0,0,0.495466,0,0,0,0,0.206084,0.206084,0.306084,0,0,0,0,0,0,0,0,0,10,1,0,0.33245,0.116225,0.306084,0.165056
15608,0,0,0.501332,0,0,0,0,0.116225,0.116225,0.216225,0,0,0,0,0,0,0,0,0,6,1,0,0.647291,0.273645,0.216225,0.165487
10522,0,0,0.541608,0,0,0,0,0.273645,0.273645,0.373645,0,0,0,0,0,0,0,0,0,12,1,0,0.5549,0.22745,0.373645,0.344721
8563,0,0,0.621525,0,0,0,0,0.22745,0.22745,0.32745,0,0,0,0,0,0,0,0,0,11,1,0,0.686951,0.293475,0.32745,0.25741
11351,0,0,0.496205,0,0,0,0,0.293475,0.293475,0.393475,0,0,0,0,0,0,0,0,0,13,1,0,0.517402,0.208701,0.393475,0.044901
10041,0,0,0.281265,0,0,0,0,0.208701,0.208701,0.308701,0,0,0,0,0,0,0,0,0,10,1,0,0.452116,0.176058,0.308701,0.397985
10153,0,0,0.647069,0,0,0,0,0.176058,0.176058,0.276058,0,0,0,0,0,0,0,0,0,9,1,0,0.545052,0.222526,0.276058,0.571339
7217,0,0,0.448077,0,0,0,0,0.222526,0.222526,0.322526,0,0,0,0,0,0,0,0,0,10,1,0,0.50138,0.20069,0.322526,0.331873
4142,0,0,0.543056,0,0,0,0,0.20069,0.20069,0.30069,0,0,0,0,0,0,0,0,0,10,1,0,0.505129,0.202565,0.30069,0.0291627
11802,0,0,0.31375,0,0,0,0,0.202565,0.202565,0.302565,0,0,0,0,0,0,0,0,0,10,1,0,0.407264,0.153632,0.302565,0.344982
9492,0,0,0.541804,0,0,0,0,0.153632,0.153632,0.253632,0,0,0,0,0,0,0,0,0,8,1,0,0.304749,0.102375,0.253632,0.406574
8093,0,0,0.435968,0,0,0,0,0.102375,0.102375,0.202375,0,0,0,0,0,0,0,0,0,6,1,0,0.560096,0.230048,0.202375,0.202711
13014,0,0,0.690944,0,0,0,0,0.230048,0.230048,0.330048,0,0,0,0,0,0,0,0,0,11,1,0,0.483096,0.191548,0.330048,0.297573
6197,0,0,0.499224,0,0,0,0,0.191548,0.191548,0.291548,0,0,0,0,0,0,0,0,0,9,1,0,0.436461,0.168231,0.291548,0.585632
7938,0,0,0.455339,0,0,0,0,0.168231,0.168231,0.268231,0,0,0,0,0,0,0,0,0,8,1,0,0.600488,0.250244,0.268231,0.0383425
7333,0,0,0.618279,0,0,0,0,0.250244,0.250244,0.350244,0,0,0,0,0,0,0,0,0,12,1,0,0.373263,0.136631,0.350244,0.43619
8390,0,0,0.76818,0,0,0,0,0.136631,0.136631,0.236631,0,0,0,0,0,0,0,0,0,7,1,0,0.431285,0.165642,0.236631,0.378895
10034,0,0,0.495011,0,0,0,0,0.165642,0.165642,0.265642,0,0,0,0,0,0,0,0,0,8,1,0,0.411106,0.155553,0.265642,0.322849
12329,0,0,0.448867,0,0,0,0,0.155553,0.155553,0.255553,0,0,0,0,0,0,0,0,0,8,1,0,0.446355,0.173178,0.255553,0.198211
9543,0,0,0.391325,0,0,0,0,0.173178,0.173178,0.273178,0,0,0,0,0,0,0,0,0,8,1,0,0.501156,0.200578,0.273178,0.612838
12879,0,0,0.604927,0,0,0,0,0.200578,0.200578,0.300578,0,0,0,0,0,0,0,0,0,10,1,0,0.577655,0.238828,0.300578,0.488395
3969,0,0,0.499592,0,0,0,0,0.238828,0.238828,0.338828,0,0,0,0,0,0,0,0,0,11,1,0,0.484786,0.192393,0.338828,0.401992
6232,0,0,0.590658,0,0,0,0,0.192393,0.192393,0.292393,0,0,0,0,0,0,0,0,0,9,1,0,0.595992,0.247996,0.292393,0.283166
11421,0,0,0.681616,0,0,0,0,0.247996,0.247996,0.347996,0,0,0,0,0,0,0,0,0,11,1,0,0.298967,0.0994837,0.347996,0.107805
11537,0,0,0.476931,0,0,0,0,0.0994837,0.0994837,0.199484,0,0,0,0,0,0,0,0,0,5,1,0,0.374423,0.137212,0.199484,0.159579
12046,0,0,0.467497,0,0,0,0,0.137212,0.137212,0.237212,0,0,0,0,0,0,0,0,0,7,1,0,0.547375,0.223688,0.237212,0.162458
